,ETL.GSBHN10/KICK,0,1,2
0,-0.34251561119929286,,,
1,0.0,-1.7477693557739258,-1.5689789056777954,-1.5075688362121582
2,0.0,-1.7603414058685303,-1.7218996286392212,-1.3238221406936646
3,0.0010000000000000009,-1.6390926837921143,-1.7397907972335815,-1.6352243423461914
4,-0.0016180339999999904,-1.5086568593978882,-1.6810401678085327,-1.7818591594696045
5,0.0,-1.6769300699234009,-1.5433510541915894,-1.5607587099075317
6,-0.0006180339748440011,-0.6706752777099609,-1.631839632987976,-1.4798859357833862
7,0.00038196600000001135,-1.4298391342163086,-1.6517858505249023,-1.633048415184021
8,0.0007639320000000227,-1.6005301475524902,-1.7121078968048096,-1.7040084600448608
9,0.00038196600000001135,-1.5382739305496216,-1.5473402738571167,-1.6927660703659058
10,0.0007639320000000227,-1.8788057565689087,-1.6652041673660278,-1.5988377332687378
11,0.0013819659748440238,-1.5271522998809814,-1.7397907972335815,-1.6400599479675293
12,0.0007639320000000227,-1.6175750494003296,-1.4977771043777466,-1.7474066019058228
13,0.0007639320000000227,-1.6117725372314453,-1.5885624885559082,-1.6956673860549927
14,0.001145898000000034,-1.792255163192749,-1.5532636642456055,-1.5622092485427856
15,0.00014589802515602157,-1.5473402738571167,-1.7211744785308838,-1.63437819480896
16,0.00025864933040409266,-1.514822006225586,-1.6794686317443848,-1.7924970388412476
17,0.00025864933040409266,-1.6731826066970825,-1.6265206336975098,-1.671248435974121
18,0.00013533266080817397,-1.7938268184661865,-1.7194819450378418,-1.472270131111145
19,0.00025864933040409266,-1.7049756050109863,-1.7875406742095947,-1.7196028232574463
20,0.00013533266080817397,-1.702799677848816,-1.6302680969238281,-1.7781116962432861
21,0.0004581798945770821,-1.59158456325531,-1.6880515813827515,-1.7981785535812378
22,0.00025864933040409266,-1.7696495056152344,-1.630751609802246,-1.5400872230529785
23,0.0003348632218789782,-1.60403573513031,-1.7420876026153564,-1.6920408010482788
24,0.0003348632218789782,-1.6910737752914429,-1.6785016059875488,-1.7870571613311768
25,0.00041107711335386377,-1.6498515605926514,-1.5873535871505737,-1.7762984037399292
26,0.00021154655420030366,-1.7877825498580933,-1.6839414834976196,-1.6664129495620728
27,0.0003348632218789782,-1.7899583578109741,-1.7006237506866455,-1.7493407726287842
28,0.00028776044759243335,-1.5225586891174316,-1.6621819734573364,-1.7735180854797363
29,0.00036397433715007477,-1.607783317565918,-1.7202072143554688,-1.8412140607833862
30,0.0003360430916544699,-1.622410535812378,-1.688172459602356,-1.7754521369934082
31,0.000316871563595833,-1.6959091424942017,-1.7157344818115234,-1.7858483791351318
32,0.00032799102013120196,-1.7157344818115234,-1.6387301683425903,-1.7580446004867554
33,0.00033223827446621224,-1.5878371000289917,-1.7445052862167358,-1.701953411102295
34,0.0003338605812154838,-1.713558554649353,-1.6672592163085938,-1.6718528270721436
35,0.0003353138920176302,-1.6517858505249023,-1.6322022676467896,-1.6765674352645874
36,0.00033448024723531367,-1.6099592447280884,-1.7951565980911255,-1.7557477951049805
37,0.00041031116406653467,-1.5744187831878662,-1.743296504020691,-1.8066407442092896
38,0.00033448024723531367,-1.6625447273254395,-1.6193883419036865,-1.782584309577942
39,0.00041031116406653467,-1.5512086153030396,-1.715613603591919,-1.851489543914795
40,0.0005330081657506369,-1.7978161573410034,-1.7837932109832764,-1.7714629173278809
41,0.0008542872087038966,-1.6803148984909058,-1.7121078968048096,-1.782705307006836
42,0.0005330081657506369,-1.752000331878662,-1.6737871170043945,-1.8001129627227783
43,0.0005330081657506369,-1.6822490692138672,-1.6028269529342651,-1.7385817766189575
44,0.0007315360842659602,-1.6538408994674683,-1.6595224142074585,-1.77956223487854
45,0.00021178324364362622,-1.7229877710342407,-1.7604622840881348,-1.8186084032058716
46,-0.00030796960197282397,-1.716218113899231,-1.7981785535812378,-1.8477203845977783
47,-0.0002266174742577287,-1.7598578929901123,-1.63437819480896,-1.6586763858795166
48,0.00021178324364362622,-1.6006510257720947,-1.5961781740188599,-1.7770235538482666
