,ITH.DHZ10/K,ITH.DHZ11/K,0,1,2
0,-0.0006204582919751912,-0.0019248238519705666,5.998736391385396,7.025343571662903,6.875486888329188
1,0.0,0.0,6.618546003023783,6.677353090365727,5.973909976879756
2,0.0,0.0,6.843478644688924,6.916197099447251,5.972320754766464
3,0.00010000000000000005,0.0,7.107943060477575,7.049457616408666,5.768956728299459
4,0.0002618034,0.0,6.898014164447784,6.780240524371465,5.1014473985036215
5,0.00010000000000000005,0.0,7.068685836076736,7.123282700618108,5.9686464506785075
6,0.00010000000000000005,0.0,7.040674929300944,7.04897599140803,5.740495177030564
7,0.00010000000000000005,0.00010000000000000005,6.920767074664433,6.856978086233139,5.234937889973323
8,0.00010000000000000005,-0.0001618034,6.574773833354314,6.939578359524409,6.371196675141652
9,0.00010000000000000005,0.0,7.035199741125107,7.059533454736074,5.870032150506973
10,0.00010000000000000005,-6.180339748440003e-05,6.996493771553039,7.083613499879837,6.288468724807103
11,0.00010000000000000005,3.8196600000000094e-05,6.876501366058985,6.819039662837982,7.0280111254851025
12,0.00010000000000000005,-2.4352140463001094e-05,7.167147209962209,7.170851766506831,7.320280020395915
13,0.0002000000000000001,-4.870428092600219e-05,7.099432271321614,7.00119734787941,7.029427796522777
14,0.00010000000000000005,-2.4352140463001094e-05,6.9869269073009495,7.220568602085113,7.016332930088043
15,0.0002000000000000001,-4.870428092600219e-05,7.204706727822622,7.202858186721802,5.915964722951253
16,0.00036180340000000014,-8.810687216791353e-05,6.741599549690882,6.901638497829437,5.508261564175288
17,0.0002000000000000001,-4.870428092600219e-05,6.90842904440562,7.010450734217962,6.94004007546107
18,0.0002000000000000001,-4.870428092600219e-05,7.083333310047785,7.111834954738617,7.131084736267725
19,0.0002000000000000001,5.129571907399786e-05,6.931991013288498,6.823708287080129,6.725465728123983
20,0.0002000000000000001,-0.00021050768092600218,7.086378867944082,7.053745742241541,6.664820919672648
21,0.0002000000000000001,-4.870428092600219e-05,6.966010106245677,7.059491176446279,5.528545586188634
22,0.0002000000000000001,-0.00011050767841040221,6.940986724774043,7.081041264295578,6.385695782820384
23,0.0002000000000000001,-1.0507680926002093e-05,7.100461814085643,7.124395969947179,7.00195154372851
24,0.0002000000000000001,-1.0507680926002093e-05,7.049318345546722,6.96514553085963,6.839429632902146
25,0.00030000000000000014,-3.4859821389003186e-05,6.920969334125519,6.73971838537852,6.640242246230443
26,3.8196599999999986e-05,2.889491031590947e-05,6.981120961825053,7.071472748915355,5.677037833929062
27,0.00011310239738315428,1.0653745322232759e-05,6.8751633791128794,7.057325971444448,7.16362833015124
28,0.00011310239738315428,1.0653745322232759e-05,7.001891041437784,7.085121342817942,6.940236529429754
