,ETL.GSBHN10/KICK,0,1
0,-0.34280005474670805,,
1,0.0,-1.9011873006820679,-1.8096628189086914
2,0.0,-1.6656876802444458,-1.444828987121582
3,0.0010000000000000009,-1.8862663507461548,-1.8203009366989136
4,0.0026180339999999913,-1.8763190507888794,-1.8962136507034302
5,0.0019051252200754099,-1.3565822839736938,-1.7999919652938843
6,0.0010000000000000009,-1.6299054622650146,-1.7714629173278809
