,ETL.GSBHN10/KICK,0,1,2
0,-0.34302686948964756,2.707171368598938,2.6796919107437134,2.655445170402527
1,0.0,5.229227807110753,5.850949068727164,5.959929293599622
2,0.0,5.6787182456049425,5.782654786603204,5.9438024543071615
3,0.0010000000000000009,0.7697827673677741,0.36957584265491056,0.2907988938714923
4,-0.0016180339999999904,0.025920658094335775,0.02317743040163648,0.05447071803911842
5,0.0,5.692282849920207,5.897276450847757,5.837535504965946
6,-0.0006180339748440011,1.9233857022688308,3.3643955499550393,3.8952987089650386
7,0.00038196600000001135,4.589572493536719,3.578248101102895,3.3665940609060483
8,-0.00010725134201045039,5.6162141432433295,6.237330890030696,6.247458150057957
9,-0.00030235294114333566,4.630974252388395,5.620971829808991,5.861303200721741
10,-0.00021450268402090078,4.899006766779669,6.1414011617364554,6.12024739043466
11,-0.00010725134201045039,5.631062790196517,5.894502586907354,6.13667267043015
12,-0.00021450268402090078,4.971618677665448,6.155712238344653,6.081247626255299
13,-0.0003880390019394553,4.237521716890664,5.900923116371549,5.7195952547829725
14,-0.00021450268402090078,4.974498219901117,6.301414012086802,6.3296597301548925
15,-0.00021450268402090078,-0.015155980088459508,6.1454058436689705,6.01164163277067
16,-0.00032175402603135117,4.381107714587245,5.836260607078158,5.757674842867358
17,-4.0966366102346274e-05,5.460023020793652,5.820384162869947,5.831980382245162
18,-0.00021450268402090078,4.881147744984462,6.4435143723159,6.0528011266116435
19,-0.00014821771081080515,5.408939136307815,6.154308735091111,6.33959758413249
