,ITH.DHZ11/K,0,1,2
0,-0.0024463303637434416,6.590569695631663,-0.010061876819900742,
1,0.0,3.493856193621953,2.9025035124619802,2.895655218521754
2,0.0,4.092873326937357,3.3731887436707813,2.903932705124219
3,9.999999999999983e-05,4.338034862359365,3.7419026630719503,4.088519654273987
4,0.0002618033999999998,6.149882245461146,5.801713002920151,5.8601526902516685
5,0.0005236068025156,6.899116673787435,6.720066027164459,6.820966971715292
6,0.0004994892672464488,6.608159987926483,6.549103400230408,6.684343426545461
7,0.0009472136091015263,4.5954602957566575,4.578222927093506,4.629214580376943
8,0.0005236068025156,5.548309688409169,6.958007472515106,6.844513187328975
9,0.0010472136050312,2.5430151877005893,3.9363208934863407,3.7321424158016843
10,0.0005236068025156,5.9200594900449115,6.5155501992702485,6.731354521036148
11,0.0010472136050312,3.276357590595881,3.77745081782341,3.6057161967754365
12,-0.00032360680658592624,2.1299683460394543,0.9401229575375716,1.038285019814968
13,0.0005236068025156,5.94515748612086,6.837279793977737,7.021118433713913
14,0.00020000000910152648,6.068102256218593,5.026002001285553,5.39457417845726
15,0.0007236067984452738,6.211495015064875,6.514156346082688,6.06169911924998
16,0.0005156393658035724,6.83375511097908,6.791899973551432,6.9757126788298285
17,0.0005325037769743877,5.84108527859052,6.691714642286301,6.884324967384338
18,0.0005198450779011164,6.638861660798391,6.842117956797282,6.769796157916387
19,0.0005270051442617253,7.0853890891075135,6.992875415245692,7.13136824520429
20,0.0005270051442617253,6.952540574391683,6.757787200053533,6.850813463608424
21,0.0005304034860078505,5.907163572231928,6.668131199121476,6.67551930642128
22,0.0005215065117728751,6.052812193314234,6.927718612591425,7.050621445735295
23,0.0005226913957279411,5.869953243176142,6.90898610663414,6.883522535483042
24,0.0005126095374524109,5.988138306299845,6.654083105007808,6.757524304946264
25,0.0005215065117728751,5.998736391385396,7.025343571662903,6.875486888329188
