,ER.GSECVGUN/Setting#amplitudesPoint1,0,1,2,3,4
0,2488.2,,,,,
1,0.0,-1.8464770317077637,-1.7758148908615112,-1.766748309135437,-1.847620964050293,-1.7996294498443604
2,0.0,-1.8155862092971802,-1.8875097036361694,-1.84701669216156,-1.894970178604126,-1.8627318143844604
3,0.0010000000002037268,-1.8663716316223145,-1.7908046245574951,-1.6427193880081177,-1.8027722835540771,-1.6382466554641724
4,-0.001618033999875479,-1.7723090648651123,-1.7987831830978394,-1.880049228668213,-1.7854857444763184,-1.8589110374450684
5,0.0,-1.8261033296585083,-1.9210819005966187,-1.5914636850357056,-1.687084436416626,-1.8713452816009521
6,-0.0006180339746606478,-1.714042067527771,-1.7498242855072021,-1.7631217241287231,-1.7974534034729004,-1.8523355722427368
