,EI.BVN10/K,0,1
0,0.006539530914924595,,
1,0.0,-1.1734399795532227,-1.3111292123794556
2,0.0,-1.6145528554916382,-1.5475820302963257
3,0.001,-0.3668889105319977,-0.36725154519081116
4,-0.001618034,-0.334733247756958,-0.09181735664606094
5,0.0,-0.06843210011720657,-1.6342573165893555
6,-0.0006180339748440003,-0.4027920365333557,-0.2921813726425171
7,0.0003819660000000001,-0.28613707423210144,-1.6419939994812012
