,parameters,parameters,observable,observable
,ETL.GSBHN10/KICK,intensity,0,1
0,-0.34347381679702005,,,
1,0.0,1.033393681049347,-0.965516209602356,-1.101271152496338
2,0.0,0.9055567979812622,-0.8626422882080078,-0.9484713077545166
3,0.0010000000000000009,1.0336958169937134,-1.122909665107727,-0.9444819688796997
4,0.0026180339999999913,0.8961276412010193,-0.9545155763626099,-0.8377397060394287
5,0.0010000000000000009,0.81718909740448,-0.8825883865356445,-0.7517898082733154
